TEAM,SEASON,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,2021-22,82,19855,40.9,87.6,0.467,14.0,37.0,0.379,26.9,50.6,0.531,17.8,22.1,0.8079999999999999,10.2,35.0,45.2,26.3,7.6,3.3,15.0,21.2,113.7
BRK,2021-22,82,19755,42.2,89.0,0.475,11.5,31.9,0.361,30.7,57.0,0.5379999999999999,17.6,21.9,0.805,10.4,34.3,44.7,25.4,7.1,5.5,14.1,20.5,113.6
PHI,2021-22,82,19805,40.7,87.3,0.466,12.0,32.8,0.364,28.7,54.4,0.527,20.2,24.6,0.821,8.8,34.9,43.7,24.5,8.0,5.5,12.9,20.0,113.5
CHI,2021-22,82,19730,42.3,88.2,0.48,10.8,29.3,0.369,31.6,58.9,0.535,17.8,21.9,0.813,8.8,34.2,42.9,24.2,7.2,4.2,13.0,19.1,113.2
TOR,2021-22,82,19855,41.9,94.3,0.445,12.3,35.3,0.349,29.6,58.9,0.503,16.7,22.0,0.759,13.8,33.0,46.8,22.8,9.3,4.7,12.9,20.2,112.9
DAL,2021-22,82,19755,41.0,88.9,0.461,13.7,39.0,0.35,27.4,49.9,0.5479999999999999,17.1,22.2,0.7709999999999999,9.7,35.3,44.9,24.4,7.0,4.1,13.1,20.5,112.8
IND,2021-22,82,19880,41.9,90.4,0.46299999999999997,12.3,35.7,0.344,29.6,54.7,0.541,16.6,21.6,0.768,11.4,32.9,44.3,25.6,7.2,5.6,14.6,20.6,112.6
GSW,2021-22,82,19730,41.1,87.6,0.469,14.5,39.9,0.364,26.5,47.6,0.557,15.8,20.6,0.769,9.9,36.2,46.1,27.5,8.9,4.6,15.1,21.3,112.5
SAS,2021-22,82,19805,43.0,92.1,0.467,11.2,31.8,0.35200000000000004,31.7,60.3,0.527,15.3,20.3,0.754,10.9,34.1,45.0,27.7,7.6,4.9,12.6,18.0,112.4
NOP,2021-22,82,19755,41.2,90.1,0.457,10.9,32.8,0.332,30.2,57.3,0.528,18.8,23.8,0.789,12.3,34.1,46.3,25.6,8.5,4.1,14.4,20.1,112.0
CLE,2021-22,82,19730,41.2,87.8,0.469,12.1,34.0,0.355,29.1,53.8,0.541,17.4,22.9,0.76,10.6,35.3,45.9,26.1,7.3,4.3,14.9,18.1,111.9
WAS,2021-22,82,19830,41.5,88.0,0.47200000000000003,10.7,31.3,0.342,30.8,56.7,0.5429999999999999,17.4,22.2,0.7829999999999999,9.2,34.9,44.1,25.6,6.5,5.1,13.4,19.3,111.1
NYK,2021-22,82,19780,39.1,89.4,0.43700000000000006,13.7,38.3,0.35700000000000004,25.4,51.1,0.49700000000000005,18.6,25.0,0.7440000000000001,11.9,35.9,47.8,22.7,7.2,5.0,13.7,21.1,110.4
LAL,2021-22,82,19980,41.0,87.3,0.469,11.8,33.9,0.34700000000000003,29.2,53.4,0.546,16.6,22.6,0.732,9.4,33.9,43.3,23.6,7.5,5.1,14.3,19.8,110.3
LAC,2021-22,82,19780,40.7,88.8,0.45799999999999996,13.0,34.7,0.374,27.7,54.1,0.512,15.8,19.9,0.7929999999999999,9.3,35.4,44.7,24.4,7.5,5.0,13.9,18.9,110.1
SAC,2021-22,82,19805,40.3,87.7,0.46,11.4,33.1,0.344,29.0,54.7,0.53,17.8,23.2,0.768,9.5,33.2,42.8,23.6,7.1,4.5,14.0,18.9,109.9
HOU,2021-22,82,19755,38.9,85.3,0.456,13.3,38.2,0.349,25.6,47.1,0.5429999999999999,17.3,24.2,0.713,9.5,32.0,41.5,23.3,7.2,4.6,16.3,20.4,108.4
POR,2021-22,82,19730,39.1,88.4,0.442,12.9,37.4,0.34600000000000003,26.2,51.1,0.513,16.7,21.9,0.76,10.6,32.9,43.5,23.3,8.1,4.5,14.7,21.4,107.8
DET,2021-22,82,19780,38.6,89.6,0.431,11.4,35.0,0.326,27.2,54.6,0.498,17.4,22.3,0.782,11.1,32.4,43.5,23.7,7.8,4.8,14.3,22.2,106.0
OKC,2021-22,82,19805,38.6,89.9,0.43,12.2,37.7,0.32299999999999995,26.4,52.2,0.507,15.2,20.1,0.7559999999999999,10.5,35.5,46.0,22.4,7.6,4.7,14.1,18.4,104.6
ORL,2021-22,82,19780,38.4,88.5,0.434,12.2,36.9,0.331,26.2,51.6,0.507,15.5,19.7,0.787,9.1,35.3,44.4,23.8,6.8,4.5,14.5,19.7,104.5
SAC,2022-23,82,19830,43.1,87.3,0.494,13.6,36.9,0.369,29.5,50.3,0.586,19.6,24.8,0.79,9.4,32.6,42.0,27.0,6.9,3.3,13.3,19.5,119.4
BOS,2022-23,82,19980,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.5670000000000001,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,118.0
NYK,2022-23,82,19955,42.6,90.7,0.47,12.8,36.3,0.354,29.8,54.5,0.547,19.7,25.8,0.7609999999999999,12.8,34.6,47.3,23.3,6.5,4.2,13.2,20.6,117.8
PHI,2022-23,82,19880,41.7,85.6,0.48700000000000004,12.9,33.3,0.387,28.8,52.3,0.551,21.4,25.6,0.835,8.9,32.9,41.8,25.7,7.9,4.8,14.0,20.9,117.7
DEN,2022-23,82,19755,44.2,87.8,0.504,12.0,31.7,0.379,32.3,56.1,0.575,17.1,22.7,0.7509999999999999,10.3,33.4,43.7,29.3,7.7,4.6,14.8,18.9,117.6
DAL,2022-23,82,19930,40.9,86.2,0.475,15.5,41.9,0.371,25.4,44.2,0.574,19.4,25.7,0.755,7.8,31.9,39.7,23.4,6.4,3.8,12.5,21.2,116.8
ATL,2022-23,82,19855,43.9,90.9,0.483,10.6,30.1,0.35200000000000004,33.3,60.9,0.5479999999999999,18.2,22.2,0.818,11.0,32.6,43.7,24.6,7.0,4.8,12.7,18.5,116.6
CLE,2022-23,82,19880,43.0,88.1,0.488,12.0,32.7,0.36700000000000005,31.0,55.4,0.5589999999999999,18.2,23.3,0.78,10.0,32.5,42.5,25.8,7.4,4.8,13.8,19.7,116.1
GSW,2022-23,82,19830,42.1,88.0,0.479,16.2,42.2,0.385,25.9,45.9,0.564,15.6,19.7,0.794,10.3,33.3,43.6,29.1,7.0,3.8,15.9,20.9,116.1
UTA,2022-23,82,19805,42.0,88.8,0.473,13.2,37.4,0.353,28.8,51.4,0.56,18.5,23.6,0.7859999999999999,11.7,33.7,45.4,25.7,6.0,5.2,15.2,20.2,115.8
TOR,2022-23,82,19805,42.9,93.5,0.45899999999999996,11.0,32.8,0.335,31.9,60.7,0.525,18.8,24.0,0.784,13.0,31.0,44.0,24.5,9.6,5.3,11.9,20.5,115.5
MIL,2022-23,82,19830,42.2,89.2,0.473,14.7,39.8,0.368,27.5,49.4,0.557,16.4,22.1,0.743,11.0,37.0,48.0,25.5,6.3,4.9,14.4,17.8,115.4
OKC,2022-23,82,19855,42.3,90.8,0.465,11.9,33.5,0.35600000000000004,30.4,57.3,0.53,18.8,23.3,0.809,11.2,31.6,42.8,23.9,8.1,4.1,12.8,20.6,115.2
MEM,2022-23,82,19780,43.0,90.6,0.475,11.8,33.7,0.35100000000000003,31.2,56.9,0.5479999999999999,17.2,23.5,0.733,11.9,34.0,45.9,25.6,8.2,5.7,13.4,19.7,115.1
PHO,2022-23,82,19780,42.7,91.3,0.467,12.4,33.0,0.374,30.3,58.2,0.52,17.4,22.0,0.7929999999999999,12.0,32.8,44.8,27.6,7.2,5.3,13.7,21.5,115.1
LAC,2022-23,82,19830,41.6,87.2,0.47700000000000004,12.9,33.8,0.381,28.8,53.4,0.539,18.9,24.2,0.7809999999999999,9.9,33.9,43.8,24.2,7.2,4.5,14.4,19.7,115.0
BRK,2022-23,82,19730,42.0,86.3,0.48700000000000004,13.0,34.3,0.37799999999999995,29.1,52.0,0.5589999999999999,17.9,22.4,0.8,8.3,32.8,41.1,25.9,7.2,6.3,13.9,21.4,115.0
POR,2022-23,82,19730,40.9,86.4,0.474,13.0,35.7,0.365,27.9,50.7,0.55,19.9,24.9,0.7959999999999999,9.6,31.5,41.0,24.5,6.8,4.6,14.6,20.3,114.8
IND,2022-23,82,19755,41.4,88.3,0.469,13.4,36.4,0.36700000000000005,28.0,51.8,0.54,18.4,23.4,0.79,10.0,30.9,40.9,26.6,7.6,5.7,14.7,20.9,114.6
LAL,2022-23,82,19880,41.9,87.0,0.48200000000000004,10.5,30.5,0.34600000000000003,31.4,56.5,0.555,20.2,26.0,0.775,9.7,34.9,44.7,24.7,6.3,4.5,13.8,17.5,114.5
WAS,2022-23,82,19755,42.6,87.9,0.485,11.4,32.1,0.35600000000000004,31.2,55.8,0.5589999999999999,17.8,22.7,0.785,9.5,34.6,44.1,25.7,6.9,5.2,14.3,19.0,114.4
NOP,2022-23,82,19855,42.1,87.6,0.48,11.0,30.1,0.364,31.1,57.5,0.541,19.3,24.4,0.7929999999999999,10.6,33.2,43.7,25.9,8.3,4.1,14.6,20.5,114.4
MIN,2022-23,82,19830,42.1,85.9,0.49,11.9,32.7,0.365,30.2,53.1,0.568,17.6,23.3,0.755,9.0,32.2,41.1,25.7,7.9,5.3,15.1,21.2,113.7
CHI,2022-23,82,19905,42.7,87.1,0.49,10.4,29.0,0.361,32.2,58.1,0.555,17.7,21.9,0.809,8.5,34.0,42.5,24.5,7.9,4.5,13.4,19.0,113.5
MIA,2022-23,82,19805,40.5,88.0,0.46,12.3,35.9,0.344,28.1,52.1,0.54,19.7,23.7,0.831,10.0,31.9,41.9,24.6,8.2,3.1,13.9,19.1,113.0
ORL,2022-23,82,19780,40.6,86.4,0.47,10.8,31.2,0.34600000000000003,29.8,55.3,0.539,19.6,25.0,0.784,10.2,33.1,43.3,23.3,7.4,4.7,15.1,20.2,111.6
HOU,2022-23,82,19755,40.8,89.4,0.457,10.5,32.1,0.327,30.3,57.3,0.53,19.2,25.5,0.754,13.5,33.1,46.6,22.5,7.4,4.6,16.3,20.6,111.4
DET,2022-23,82,19805,39.7,87.4,0.45399999999999996,11.4,32.5,0.35100000000000003,28.3,54.8,0.516,19.9,25.8,0.7709999999999999,11.2,31.4,42.6,23.1,7.0,3.8,15.1,22.2,110.7
SAS,2022-23,82,19855,42.0,90.3,0.465,10.8,31.4,0.345,31.2,58.9,0.529,15.4,20.7,0.743,11.5,31.1,42.6,26.5,6.8,3.8,14.9,19.4,110.2
CHO,2022-23,82,19830,40.6,89.0,0.457,10.6,32.0,0.33,30.1,56.9,0.528,17.4,23.2,0.7490000000000001,10.8,33.0,43.8,24.7,7.6,5.1,14.0,19.9,109.2
